mse,r2,p_value,y_pred,y_test
0.4865472027414457,0.251637158645414,0.5923869065360164,"[-4.85173248e+00 -2.25792837e+00 -2.73714394e+00 -1.91941901e+00
 -1.33780955e+00 -3.69931705e+00 -3.25410147e+00 -1.46864048e+00
 -6.21474713e+00 -2.80750573e-01 -4.76736459e+00 -5.07559403e-03
 -1.35228161e+00 -1.85840983e+00 -8.02606405e-01 -1.28484999e+00
 -1.97406900e+00 -2.41215193e+00 -2.23953249e+00  7.10822248e-01
 -1.96872501e+00 -1.75716700e+00 -3.07930190e+00 -5.53028540e-01
 -4.86169454e+00 -1.14802198e+00 -1.90870164e+00 -1.10407887e+00
 -6.63285079e-01 -5.09899094e-01 -1.81787772e+00 -2.21115406e+00
 -8.13183526e-01 -3.25526511e+00 -5.91776408e+00 -2.65160852e+00
 -2.79932918e+00 -6.34042657e+00 -3.20478051e+00 -8.11377129e-01
 -2.69784958e+00 -1.81780062e+00 -1.22942886e+00 -4.51779587e+00
 -3.42451412e+00 -7.26198004e-01  4.62411629e-05 -1.72010638e+00
 -1.27559259e+00 -8.01606292e-01 -3.02238181e+00 -1.73093908e+00
 -1.17563097e+00 -2.43415866e+00 -3.37689324e+00 -4.89396251e+00
 -1.24355275e+00 -1.58177383e+00 -3.40228354e-03 -2.55046075e+00
 -4.11635493e+00 -7.62546970e-01 -3.65663396e-01 -1.69848927e+00
 -3.07279115e-01 -1.24248571e+00 -1.13315608e+00 -1.20860371e+00
  3.33061035e-01 -5.63588262e-01 -8.70527195e-01 -2.44193930e-01
 -7.54374264e-01 -1.65508247e+00]","[-10.  -1.  -6.  -2.  -4.   0.  -4.   0.   2.   0.  -3.  -2.  -4.  -5.
  -1.   0.  -1.   0.  -1.   0.  -2.  -2.   0.   0.  -5.   2.   2.  -6.
  -1.  -1.   0.  -2.  -4.   3.   2.  -1.   1.  -4.   0.  -1.   5.  -2.
  -5.  -5.  -1.  -1.   5.  -1.  -6. -10.  -3.   1.  -2.   1.   1. -10.
  -1.  -5.   2.  -2. -10.   1.   1.   1.  -7.  -5.   0.   0.   2.  -3.
  -4.   0.   2.   0.]"
