mse,r2,p_value,y_pred,y_test
0.029299503662193475,0.3321133904169008,0.0036028655137738228,"[-0.28245793 -0.26930168 -0.06773915 -0.20434786 -0.15269396 -0.23280299
 -0.03990907 -0.17526948 -0.10680165 -0.0620978  -0.29384297 -0.25227953
 -0.31485569 -0.22137771  0.13404068  0.12576667 -0.03989748 -0.11455747
 -0.0399903   0.08574458 -0.18013569 -0.04433509  0.04086649  0.0126933
 -0.19178681 -0.11658926 -0.08188017 -0.00072267  0.00200712 -0.00592687
 -0.11357343 -0.02503782 -0.22556679 -0.15730988 -0.14040295 -0.11261643
 -0.0174734  -0.16409339 -0.15943858  0.10296778 -0.0591076  -0.10595329
  0.02750531  0.00946246 -0.32917687 -0.01821937 -0.32998544 -0.03120024
 -0.15478763  0.0145642   0.00269686 -0.00399998 -0.10148231 -0.29769944
 -0.27319829 -0.13921368  0.016532   -0.13691788 -0.16957036 -0.28215703
 -0.12346333  0.05639163  0.08175212  0.00207718 -0.19532985 -0.09562547
 -0.00827567  0.22084112  0.0284212  -0.04637413 -0.09576037 -0.0029506
 -0.07747957 -0.05865051 -0.0659926 ]","[-0.54404948 -0.5222875   0.         -0.19343981 -0.04426165  0.09326562
 -0.04748068 -0.23740341  0.25602328  0.         -0.3730625   0.05120466
 -0.14244205  0.14781722  0.1044575   0.25602328 -0.04426165  0.09004957
 -0.09004957  0.09671991 -0.17409583  0.04581469 -0.1088099  -0.22708152
  0.04426165 -0.04581469 -0.04748068 -0.32642969 -0.20087981  0.05329464
  0.09004957 -0.19343981 -0.54404948  0.          0.         -0.04426165
 -0.1004399   0.04426165 -0.24636203  0.          0.04426165 -0.54404948
 -0.3133725  -0.3584326  -0.09326562 -0.23740341 -0.13744408 -0.05120466
  0.04426165 -0.08423992 -0.09004957  0.         -0.23740341 -0.21761979
 -0.23740341 -0.208915   -0.04748068  0.          0.         -0.04748068
  0.          0.09004957 -0.1044575  -0.05120466 -0.19343981 -0.23740341
  0.          0.17409583 -0.04581469  0.         -0.09326562  0.
  0.         -0.09326562  0.        ]"
