mse,r2,cv_mean_score,p_values
134.17296409278273,-4.427221019483346,-5.836101712483519,"[np.float64(0.5696303948856984), np.float64(0.8704344126696628), np.float64(0.022449660007027417), np.float64(0.7595250544741381), np.float64(0.9671660477343997), np.float64(0.6962040943255428), np.float64(0.7092676170854588), np.float64(0.5467958264082919), np.float64(0.3525413771182482), np.float64(0.7365074110384264), np.float64(0.3434555282398746), np.float64(0.6628614653286682), np.float64(0.2117961878136554), np.float64(0.2351526178394987), np.float64(0.13468815083228192), np.float64(0.7042265437857287), np.float64(0.45258370002714354), np.float64(0.15261566811058347), np.float64(0.1364829552289657), np.float64(0.5333602889349569), np.float64(0.5316199687949204), np.float64(0.10951528016871581), np.float64(0.9399206802945921)]"
