mse,r2,cv_mean_score,p_values
25.08752022556563,-0.014776099011643451,-0.28076339737723854,"[np.float64(0.21539317427074683), np.float64(0.042284782178512184), np.float64(0.5451292960296847), np.float64(0.21574040217181897), np.float64(0.7927940795933529), np.float64(0.8618694531191765), np.float64(0.08525658179703627), np.float64(0.796414299662106), np.float64(0.07724596321896224), np.float64(0.34304110870784915), np.float64(0.45565997453754553), np.float64(0.2936053567947102), np.float64(0.008871405970289072), np.float64(0.2231605633374527), np.float64(0.1427091877681159), np.float64(0.457087184021173), np.float64(0.6805409444500061), np.float64(0.4620372287039398), np.float64(0.08031797004193879), np.float64(0.7354108298157148), np.float64(0.758050187331343), np.float64(0.18610351835076483)]"
